theta_rad,theta_deg,delta_theta_rad,delta_theta_deg,A_observable,B_complement,imbalance_abs_A_minus_B,G_gap,gap_loss,coherence_ratio
0.11388273369263001,6.525,-0.6715154297048183,-38.475,0.9870866934849247,0.012913306515075332,0.9741733869698493,0.012746553029923046,0.23725344697007694,0.05098621211969218
0.11466813185602745,6.57,-0.6707300315414209,-38.43,0.9869087487385644,0.013091251261435552,0.9738174974771289,0.012919870401845513,0.2370801295981545,0.051679481607382054
0.1154535300194249,6.615,-0.6699446333780233,-38.385,0.9867296025932688,0.013270397406731119,0.9734592051865377,0.013094293959398541,0.23690570604060146,0.052377175837594166
0.11623892818282235,6.66,-0.669159235214626,-38.34,0.9865492554910632,0.013450744508936718,0.9730985109821265,0.013269821981092026,0.23673017801890797,0.053079287924368106
0.1170243263462198,6.705,-0.6683738370512284,-38.294999999999995,0.9863677078769361,0.013632292123063808,0.9727354157538722,0.013446452734535258,0.23655354726546474,0.053785810938141033
0.11780972450961726,6.750000000000001,-0.667588438887831,-38.25,0.9861849601988383,0.013815039801161702,0.9723699203976766,0.01362418447645402,0.23637581552354597,0.05449673790581608
0.1185951226730147,6.795,-0.6668030407244336,-38.205000000000005,0.9860010129076813,0.01399898709231866,0.9720020258153627,0.013803015452707755,0.23619698454729224,0.05521206181083102
0.11938052083641215,6.840000000000001,-0.6660176425610361,-38.16,0.985815866457337,0.014184133542663034,0.971631732914674,0.013982943898306935,0.23601705610169307,0.05593177559322774
0.12016591899980959,6.885000000000001,-0.6652322443976387,-38.115,0.9856295213046357,0.014370478695364362,0.9712590426092713,0.014163968037430441,0.23583603196256955,0.056655872149721766
0.12095131716320705,6.930000000000001,-0.6644468462342412,-38.07,0.9854419779093654,0.014558022090634502,0.9708839558187309,0.014346086083443099,0.2356539139165569,0.057384344333772395
0.12173671532660449,6.9750000000000005,-0.6636614480708438,-38.025,0.9852532367342711,0.01474676326572877,0.9705064734685424,0.01452929623891332,0.23547070376108667,0.05811718495565328
0.12252211349000194,7.0200000000000005,-0.6628760499074463,-37.98,0.9850632982450529,0.01493670175494708,0.9701265964901058,0.014713596695630842,0.23528640330436915,0.05885438678252337
0.12330751165339938,7.065,-0.6620906517440489,-37.935,0.984872162910365,0.01512783708963509,0.9697443258207299,0.01489898563462455,0.23510101436537545,0.0595959425384982
0.12409290981679684,7.11,-0.6613052535806514,-37.88999999999999,0.9846798312018147,0.01532016879818536,0.9693596624036294,0.015085461226180468,0.23491453877381954,0.06034184490472187
0.12487830798019428,7.155,-0.660519855417254,-37.845,0.9844863035939615,0.015513696406038524,0.968972607187923,0.015273021629859792,0.2347269783701402,0.06109208651943917
