theta_deg,phi_deg,S_normal,S_tangent,x_plane,y_plane,distance_from_balance
22.5,67.5,0.14644660940672627,0.8535533905932737,-22.5,0.7071067811865475,22.511108368980857
22.55,67.45,0.1470642146606595,0.8529357853393406,-22.45,0.7058715706786811,22.461094244811235
22.6,67.4,0.14768289501820264,0.8523171049817974,-22.4,0.7046342099635947,22.411080058084014
22.65,67.35,0.1483026485947481,0.8516973514052519,-22.35,0.7033947028105039,22.36106580885495
22.700000000000003,67.3,0.14892347350241883,0.8510765264975813,-22.299999999999997,0.7021530529951624,22.311051497180276
22.75,67.25,0.14954536785007455,0.8504546321499254,-22.25,0.7009092642998509,22.261037123116733
22.8,67.2,0.15016832974331729,0.8498316702566827,-22.2,0.6996633405133654,22.211022686721527
22.85,67.15,0.15079235728449703,0.849207642715503,-22.15,0.698415285431006,22.161008188052357
22.9,67.1,0.15141744857271772,0.8485825514272822,-22.1,0.6971651028545645,22.11099362716742
22.950000000000003,67.05,0.15204360170384285,0.8479563982961571,-22.049999999999997,0.6959127965923142,22.06097900412538
23.0,67.0,0.15267081477050135,0.8473291852294987,-22.0,0.6946583704589974,22.01096431898541
23.05,66.95,0.15329908586209348,0.8467009141379065,-21.95,0.693401828275813,21.960949571807138
23.1,66.9,0.15392841306479654,0.8460715869352035,-21.9,0.6921431738704069,21.91093476265071
23.15,66.85,0.15455879446157086,0.845441205538429,-21.85,0.6908824110768582,21.86091989157674
23.200000000000003,66.8,0.15519022813216518,0.8448097718678348,-21.799999999999997,0.6896195437356696,21.810904958646308
23.25,66.75,0.15582271215312304,0.844177287846877,-21.75,0.6883545756937539,21.76088996392102
23.3,66.7,0.15645624459778854,0.8435437554022115,-21.7,0.687087510804423,21.710874907462927
23.35,66.65,0.1570908235363119,0.8429091764636882,-21.65,0.6858183529273764,21.660859789334584
23.4,66.6,0.15772644703565572,0.8422735529643443,-21.6,0.6845471059286885,21.610844609599027
23.450000000000003,66.55,0.1583631131596005,0.8416368868403995,-21.549999999999997,0.683273773680799,21.56082936831976
23.5,66.5,0.15900081996875076,0.8409991800312493,-21.5,0.6819983600624986,21.51081406556079
23.55,66.45,0.1596395655205411,0.840360434479459,-21.45,0.6807208689589179,21.460798701386587
23.6,66.4,0.16027934786924172,0.8397206521307583,-21.4,0.6794413042615166,21.41078327586211
23.65,66.35,0.1609201650659647,0.8390798349340353,-21.35,0.6781596698680705,21.360767789052797
23.700000000000003,66.3,0.16156201515866966,0.8384379848413303,-21.299999999999997,0.6768759696826606,21.31075224102457
23.75,66.25,0.16220489619216988,0.8377951038078301,-21.25,0.6755902076156601,21.26073663184383
23.8,66.2,0.1628488062081383,0.8371511937918618,-21.2,0.6743023875837235,21.21072096157745
23.85,66.15,0.16349374324511332,0.8365062567548868,-21.15,0.6730125135097734,21.16070523029279
23.9,66.1,0.16413970533850492,0.8358602946614951,-21.1,0.6717205893229903,21.11068943805769
23.950000000000003,66.05,0.16478669052060044,0.8352133094793995,-21.049999999999997,0.6704266189587991,21.06067358494045
24.0,66.0,0.16543469682057088,0.834565303179429,-21.0,0.6691306063588581,21.010657671009877
24.05,65.95,0.16608372226447665,0.8339162777355233,-20.95,0.6678325554710467,20.960641696335227
24.1,65.9,0.1667337648752737,0.8332662351247263,-20.9,0.6665324702494526,20.910625660986252
24.15,65.85,0.1673848226728196,0.8326151773271804,-20.85,0.6652303546543608,20.860609565033176
