coherence,b_minor,focus_c,focus_separation,residual,coupling_cost,between_focus_storage
0.6608040201005025,0.6608040201005025,0.7505584900719028,1.5011169801438056,0.33919597989949746,0.5091728450236526,0.35058096873202776
0.6570351758793971,0.6570351758793971,0.753859919121006,1.507719838242012,0.3429648241206029,0.5170948691458156,0.356035522953075
0.6532663316582914,0.6532663316582914,0.7571281925286624,1.5142563850573247,0.3467336683417086,0.525043671200781,0.36150851459417377
0.6494974874371859,0.6494974874371859,0.7603637378339281,1.5207274756678562,0.35050251256281406,0.5330188011448893,0.36699963378659534
0.6457286432160805,0.6457286432160805,0.7635669710839514,1.5271339421679029,0.3542713567839195,0.5410198136825987,0.3725085739308345
0.6419597989949749,0.6419597989949749,0.7667382972529359,1.5334765945058717,0.3580402010050251,0.5490462681333836,0.3780350316049647
0.6381909547738693,0.6381909547738693,0.7698781106414294,1.5397562212828588,0.36180904522613067,0.5570977283033459,0.3835787064762387
0.6344221105527639,0.6344221105527639,0.7729867952570578,1.5459735905141156,0.3655778894472361,0.5651737623613161,0.3891393012157805
0.6306532663316583,0.6306532663316583,0.776064725177746,1.552129450355492,0.3693467336683417,0.5732739427192395,0.3947165214162274
0.6268844221105527,0.6268844221105527,0.7791122648984024,1.5582245297968047,0.37311557788944727,0.581397845916647,0.4003100755121848
0.6231155778894473,0.6231155778894473,0.7821297696619789,1.5642595393239578,0.37688442211055273,0.5895450525090292,0.40591967470336837
0.6193467336683417,0.6193467336683417,0.785117585775759,1.570235171551518,0.3806532663316583,0.5977151469599371,0.41154503288031197
0.6155778894472361,0.6155778894472361,0.7880760509136706,1.5761521018273412,0.3844221105527639,0.6059077175366413,0.41718586655252604
0.6118090452261307,0.6118090452261307,0.7910054944053742,1.5820109888107483,0.38819095477386933,0.6141223562091975,0.422841894779001
0.6080402010050252,0.6080402010050252,0.793906237512824,1.587812475025648,0.3919597989949748,0.6223586585527664,0.4285128391009515
0.6042713567839196,0.6042713567839196,0.7967785936949617,1.5935571873899235,0.39572864321608037,0.6306162236530476,0.43419842347670484
0.6005025125628141,0.6005025125628141,0.7996228688611572,1.5992457377223144,0.39949748743718594,0.6388946540146935,0.43989837421864125
0.5967336683417086,0.5967336683417086,0.8024393616139776,1.604878723227955,0.4032663316582914,0.6471935554725798,0.4456124199321009
0.592964824120603,0.592964824120603,0.8052283634818276,1.6104567269636552,0.40703517587939697,0.6555125371058094,0.4513402914561726
0.5891959798994975,0.5891959798994975,0.8079901591419731,1.6159803182839463,0.41080402010050254,0.6638512111543348,0.45708172180628653
0.585427135678392,0.585427135678392,0.8107250266344277,1.6214500532688554,0.414572864321608,0.6722091929380932,0.46283644611853564
0.5816582914572864,0.5816582914572864,0.8134332375671591,1.6268664751343183,0.4183417085427136,0.6805861007785527,0.4686042015956582
0.5778894472361809,0.5778894472361809,0.8161150573130368,1.6322301146260736,0.42211055276381915,0.6889815559225638,0.47438472745460686
0.5741206030150754,0.5741206030150754,0.818770745198927,1.637541490397854,0.4258793969849246,0.6973951824684328,0.48017776487564845
0.5703517587939699,0.5703517587939699,0.8214005546873129,1.6428011093746258,0.42964824120603007,0.7058266072941229,0.48598305695292804
0.5665829145728644,0.5665829145728644,0.824004733550796,1.648009467101592,0.43341708542713564,0.714275459987499,0.49180034864644007
0.5628140703517588,0.5628140703517588,0.8265835240398187,1.6531670480796374,0.4371859296482412,0.722741372778535,0.4976293867353515
0.5590452261306533,0.5590452261306533,0.829137163043924,1.658274326087848,0.4409547738693467,0.7312239804734103,0.5034699197726249
0.5552763819095478,0.5552763819095478,0.8316658822468564,1.663331764493713,0.44472361809045224,0.73972292039042,0.5093216980408909
0.5515075376884422,0.5515075376884422,0.834169908275785,1.66833981655157,0.4484924623115578,0.7482378322976263,0.515184473509519
0.5477386934673367,0.5477386934673367,0.836649462844921,1.673298925689842,0.4522613065326633,0.7567683583521898,0.5210579997928457
0.5439698492462312,0.5439698492462312,0.8391047628937836,1.678209525787567,0.45603015075376885,0.7653141430413152,0.5269420321095136
0.5402010050251256,0.5402010050251256,0.8415360207203517,1.6830720414407034,0.4597989949748744,0.7738748331247456,0.532836327242877
0.5364321608040201,0.5364321608040201,0.8439434441093372,1.6878868882186744,0.4635678391959799,0.7824500775787573,0.5387406435024406
0.5326633165829147,0.5326633165829147,0.846327236455787,1.692654472911574,0.46733668341708534,0.7910395275415897,0.5446547406862862
0.5288944723618091,0.5288944723618091,0.8486875968842266,1.6973751937684531,0.4711055276381909,0.7996428362602637,0.550578380044456
0.5251256281407035,0.5251256281407035,0.8510247203635343,1.7020494407270685,0.4748743718592965,0.8082596590387335,0.5565113242432533
0.521356783919598,0.521356783919598,0.8533387978177328,1.7066775956354656,0.47864321608040195,0.816889653187327,0.5624533373304301
0.5175879396984925,0.5175879396984925,0.8556300162328749,1.7112600324657499,0.4824120603015075,0.825532477973427,0.5684041847012309
0.5138190954773869,0.5138190954773869,0.8578985587601835,1.715797117520367,0.4861809045226131,0.8341877945733444,0.5743636330652544
0.5100502512562815,0.5100502512562815,0.8601446048156113,1.7202892096312226,0.48994974874371855,0.8428552660253477,0.5803314504141144
0.5062814070351759,0.5062814070351759,0.8623683301759651,1.7247366603519303,0.4937185929648241,0.8515345571838048,0.5863074059898636
0.5025125628140703,0.5025125628140703,0.8645699070717389,1.7291398141434777,0.4974874371859297,0.8602253346743935,0.592291270254156
0.49874371859296485,0.49874371859296485,0.8667495042767902,1.7334990085535804,0.5012562814070352,0.8689272668503499,0.5982828148581214
0.4949748743718593,0.4949748743718593,0.868907287194993,1.737814574389986,0.5050251256281407,0.8776400237497166,0.6042818126129305
0.4912060301507538,0.4912060301507538,0.8710434179439832,1.7420868358879664,0.5087939698492462,0.8863632770535507,0.610288037461019
0.48743718592964824,0.48743718592964824,0.8731580554361195,1.746316110872239,0.5125628140703518,0.8950967000450671,0.6163012644479574
0.4836683417085428,0.4836683417085428,0.8752513554567672,1.7505027109135345,0.5163316582914572,0.9038399675696767,0.622321269694935
0.4798994974874372,0.4798994974874372,0.8773234707400146,1.7546469414800292,0.5201005025125628,0.9125927559958945,0.6283478303718449
0.47613065326633164,0.47613065326633164,0.8793745510419188,1.7587491020838375,0.5238693467336684,0.9213547431770858,0.6343807246709448
0.4723618090452262,0.4723618090452262,0.8814047432113814,1.7628094864227628,0.5276381909547738,0.9301256084140205,0.6404197317810741
0.4685929648241206,0.4685929648241206,0.8834141912587439,1.7668283825174877,0.5314070351758794,0.9389050324182127,0.6464646318624128
0.46482412060301515,0.46482412060301515,0.8854030364221899,1.7708060728443797,0.5351758793969849,0.9476926972760121,0.6525152060217567
0.4610552763819096,0.4610552763819096,0.887371417232041,1.774742834464082,0.5389447236180904,0.9564882864134311,0.6585712362883
0.457286432160804,0.457286432160804,0.8893194695730227,1.7786389391460453,0.542713567839196,0.9652914845616729,0.664632505589901
0.45351758793969854,0.45351758793969854,0.8912473267445787,1.7824946534891575,0.5464824120603015,0.9741019777233461,0.6706987977298181
0.44974874371859297,0.44974874371859297,0.8931551195193069,1.7863102390386139,0.550251256281407,0.9829194531393378,0.6767698973639034
0.4459798994974875,0.4459798994974875,0.8950429761995851,1.7900859523991701,0.5540201005025125,0.991743599256324,0.6828455899782302
0.44221105527638194,0.44221105527638194,0.8969110226724548,1.7938220453449096,0.5577889447236181,1.0005741056948994,0.688925661867151
0.43844221105527637,0.43844221105527637,0.898759382462826,1.797518764925652,0.5615577889447236,1.0094106632182995,0.6950099001117613
0.4346733668341709,0.4346733668341709,0.9005881767850644,1.8011763535701288,0.5653266331658291,1.018252963701706,0.7010980925587648
0.43090452261306533,0.43090452261306533,0.9023975245930179,1.8047950491860358,0.5690954773869347,1.0271007001021033,0.7071900277997198
0.42713567839195987,0.42713567839195987,0.9041875426285414,1.8083750852570828,0.5728643216080401,1.0359535664286805,0.7132854951506592
