theta_deg,phi_deg,S_normal,S_tangent,trace_sum,trace_diff
27.35,62.65,0.21107118780824735,0.7889288121917526,1.0,0.5778576243835052
27.400000000000002,62.599999999999994,0.21178384191510344,0.7882161580848966,1.0,0.5764323161697932
27.45,62.55,0.21249737397836074,0.7875026260216393,1.0,0.5750052520432786
27.5,62.5,0.21321178182447692,0.786788218175523,1.0,0.573576436351046
27.55,62.45,0.21392706327724184,0.7860729367227581,1.0,0.5721458734455163
27.6,62.4,0.21464321615778417,0.7853567838422159,1.0,0.5707135676844317
27.650000000000002,62.349999999999994,0.215360238284578,0.7846397617154219,1.0,0.5692795234308439
27.7,62.3,0.21607812747344943,0.7839218725265505,1.0,0.5678437450531011
27.75,62.25,0.21679688153758364,0.7832031184624163,1.0,0.5664062369248326
27.8,62.2,0.21751649828753106,0.7824835017124689,1.0,0.5649670034249379
27.85,62.15,0.2182369755312143,0.7817630244687858,1.0,0.5635260489375715
27.900000000000002,62.099999999999994,0.21895831107393476,0.7810416889260653,1.0,0.5620833778521306
27.95,62.05,0.21968050271837922,0.7803194972816209,1.0,0.5606389945632416
28.0,62.0,0.22040354826462663,0.7795964517353734,1.0,0.5591929034707468
28.05,61.95,0.22112744551015492,0.778872554489845,1.0,0.5577451089796901
28.1,61.9,0.2218521922498476,0.7781478077501524,1.0,0.5562956155003047
28.150000000000002,61.849999999999994,0.22257778627600042,0.7774222137239997,1.0,0.5548444274479992
28.2,61.8,0.22330422537832798,0.776695774621672,1.0,0.5533915492433441
28.25,61.75,0.22403150734397093,0.7759684926560291,1.0,0.5519369853120581
28.3,61.7,0.2247596299575022,0.7752403700424978,1.0,0.5504807400849956
28.35,61.65,0.22548859100093419,0.7745114089990658,1.0,0.5490228179981316
28.400000000000002,61.599999999999994,0.22621838825372492,0.773781611746275,1.0,0.54756322349255
28.45,61.55,0.22694901949278545,0.7730509805072145,1.0,0.5461019610144291
28.5,61.5,0.22768048249248646,0.7723195175075136,1.0,0.5446390350150272
28.55,61.45,0.22841277502466464,0.7715872249753354,1.0,0.5431744499506708
28.6,61.4,0.22914589485863013,0.7708541051413699,1.0,0.5417082102827397
28.650000000000002,61.349999999999994,0.22987983976117252,0.7701201602388275,1.0,0.5402403204776549
28.7,61.3,0.23061460749656845,0.7693853925034315,1.0,0.538770785006863
28.75,61.25,0.23135019582658806,0.768649804173412,1.0,0.537299608346824
28.8,61.2,0.23208660251050164,0.7679133974894984,1.0,0.5358267949789968
28.85,61.15,0.23282382530508686,0.7671761746949133,1.0000000000000002,0.5343523493898265
28.900000000000002,61.099999999999994,0.2335618619646351,0.7664381380353649,1.0,0.5328762760707297
28.95,61.05,0.2343007102409586,0.7656992897590413,1.0,0.5313985795180827
29.0,61.0,0.23504036788339758,0.7649596321166023,0.9999999999999999,0.5299192642332048
29.05,60.95,0.23578083263882646,0.7642191673611735,0.9999999999999999,0.528438334722347
29.1,60.9,0.23652210225166123,0.7634778977483387,1.0,0.5269557954966775
29.150000000000002,60.849999999999994,0.23726417446386613,0.7627358255361338,1.0,0.5254716510722677
29.200000000000003,60.8,0.23800704701496048,0.7619929529850396,1.0,0.5239859059700791
29.25,60.75,0.23875071764202555,0.7612492823579744,1.0,0.5224985647159488
29.3,60.7,0.23949518407971185,0.7605048159202882,1.0,0.5210096318405764
29.35,60.65,0.2402404440602453,0.7597595559397547,1.0,0.5195191118795095
29.400000000000002,60.599999999999994,0.24098649531343497,0.759013504686565,1.0,0.5180270093731301
29.450000000000003,60.55,0.24173333556667911,0.7582666644333209,1.0,0.5165333288666418
29.5,60.5,0.24248096254497292,0.7575190374550271,1.0,0.5150380749100543
29.55,60.45,0.2432293739709149,0.7567706260290851,1.0,0.5135412520581701
29.6,60.4,0.24397856756471428,0.7560214324352857,1.0,0.5120428648705715
29.650000000000002,60.349999999999994,0.2447285410441971,0.7552714589558028,1.0,0.5105429179116057
29.700000000000003,60.3,0.2454792921248144,0.7545207078751855,1.0,0.5090414157503711
29.75,60.25,0.24623081851964787,0.7537691814803521,1.0,0.5075383629607042
29.8,60.2,0.24698311793941807,0.7530168820605819,1.0,0.5060337641211639
29.85,60.15,0.24773618809249037,0.7522638119075097,1.0,0.5045276238150194
29.900000000000002,60.099999999999994,0.2484900266848826,0.7515099733151174,1.0,0.5030199466302347
29.950000000000003,60.05,0.2492446314202714,0.7507553685797287,1.0,0.5015107371594573
30.0,60.0,0.25,0.75,1.0,0.5
30.05,59.95,0.25075613012308484,0.7492438698769152,1.0,0.4984877397538303
30.1,59.9,0.25151301948622234,0.7484869805137776,1.0,0.49697396102755526
30.150000000000002,59.849999999999994,0.2522706657837963,0.7477293342162037,1.0,0.4954586684324074
30.200000000000003,59.8,0.2530290667078846,0.7469709332921154,1.0,0.4939418665842308
30.25,59.75,0.25378821994826645,0.7462117800517335,1.0,0.49242356010346705
30.3,59.7,0.2545481231924296,0.7454518768075704,1.0,0.4909037536151408
30.35,59.65,0.25530877412557684,0.744691225874423,0.9999999999999999,0.4893824517488462
30.400000000000002,59.599999999999994,0.25607017043063374,0.7439298295693663,1.0,0.4878596591387325
30.450000000000003,59.55,0.2568323097882548,0.7431676902117452,1.0,0.48633538042349045
30.5,59.5,0.25759518987683144,0.7424048101231685,1.0,0.48480962024633706
30.55,59.45,0.2583588083724988,0.7416411916275012,1.0,0.4832823832550024
30.6,59.4,0.25912316294914245,0.7408768370508576,1.0,0.48175367410171516
30.650000000000002,59.349999999999994,0.2598882512784056,0.7401117487215944,1.0,0.48022349744318876
30.700000000000003,59.3,0.2606540710296966,0.7393459289703033,0.9999999999999999,0.47869185794060665
30.75,59.25,0.2614206198701958,0.7385793801298043,1.0,0.47715876025960846
30.8,59.2,0.2621878954648623,0.7378121045351377,1.0,0.47562420907027536
30.85,59.15,0.2629558954764419,0.7370441045235581,1.0,0.4740882090471162
30.900000000000002,59.099999999999994,0.26372461756547305,0.736275382434527,1.0,0.4725507648690539
30.950000000000003,59.05,0.26449405939029497,0.735505940609705,1.0,0.47101188121941
31.0,59.0,0.26526421860705457,0.7347357813929455,1.0,0.4694715627858909
31.05,58.95,0.2660350928697133,0.7339649071302868,1.0,0.46792981426057356
31.1,58.9,0.2668066798300544,0.7331933201699455,1.0,0.46638664033989113
31.150000000000002,58.849999999999994,0.2675789771376903,0.7324210228623097,1.0,0.4648420457246194
31.200000000000003,58.8,0.2683519824400692,0.7316480175599308,1.0,0.4632960351198616
31.25,58.75,0.2691256933824831,0.7308743066175168,1.0,0.46174861323503374
31.3,58.7,0.2699001076080742,0.7300998923919259,1.0,0.46019978478385165
31.35,58.65,0.2706752227578425,0.7293247772421574,0.9999999999999999,0.4586495544843149
31.400000000000002,58.599999999999994,0.271451036470653,0.7285489635293471,1.0,0.45709792705869406
31.450000000000003,58.55,0.2722275463832423,0.7277724536167577,1.0,0.4555449072335154
31.5,58.5,0.27300475013022657,0.7269952498697734,1.0,0.4539904997395468
31.55,58.45,0.2737826453441087,0.7262173546558913,1.0,0.45243470931178265
31.6,58.4,0.27456122965528457,0.7254387703447155,1.0,0.4508775406894309
31.650000000000002,58.349999999999994,0.2753405006920518,0.7246594993079482,1.0,0.44931899861589636
31.700000000000003,58.3,0.2761204560806152,0.7238795439193847,0.9999999999999999,0.4477590878387695
31.75,58.25,0.2769010934450956,0.7230989065549044,1.0,0.44619781310980877
31.8,58.2,0.2776824104075362,0.7223175895924638,1.0,0.4446351791849276
31.85,58.15,0.2784644045879102,0.7215355954120899,1.0,0.4430711908241797
31.900000000000002,58.099999999999994,0.27924707360412737,0.7207529263958726,1.0,0.44150585279174526
31.950000000000003,58.05,0.28003041507204246,0.7199695849279576,1.0,0.43993916985591514
32.0,58.0,0.28081442660546124,0.7191855733945387,1.0,0.43837114678907746
32.05,57.95,0.2815991058161488,0.7184008941838512,1.0,0.43680178836770245
32.1,57.9,0.28238445031383624,0.7176155496861638,1.0,0.43523109937232757
32.150000000000006,57.849999999999994,0.283170457706228,0.716829542293772,1.0,0.43365908458754404
32.2,57.8,0.28395712559900893,0.716042874400991,1.0,0.4320857488019821
32.25,57.75,0.28474445159585243,0.7152555484041476,1.0,0.4305110968082952
32.3,57.7,0.28553243329842704,0.714467566701573,1.0,0.42893513340314593
32.35,57.65,0.28632106830640386,0.7136789316935962,1.0,0.42735786338719234
32.400000000000006,57.599999999999994,0.28711035421746384,0.7128896457825361,1.0,0.42577929156507227
32.45,57.55,0.287900288627305,0.712099711372695,1.0,0.42419942274539
32.5,57.5,0.28869086912965036,0.7113091308703497,1.0,0.4226182617406994
32.55,57.45,0.28948209331625446,0.7105179066837455,1.0,0.421035813367491
32.6,57.4,0.2902739587769114,0.7097260412230886,1.0,0.41945208244617715
32.650000000000006,57.349999999999994,0.2910664630994617,0.7089335369005384,1.0,0.4178670738010767
32.7,57.3,0.2918596038697995,0.7081403961302006,1.0,0.41628079226040116
32.75,57.25,0.29265337867188046,0.7073466213281195,1.0,0.4146932426562391
32.8,57.2,0.29344778508772906,0.7065522149122709,1.0,0.4131044298245419
32.85,57.15,0.2942428206974456,0.7057571793025543,1.0,0.4115143586051087
32.900000000000006,57.099999999999994,0.29503848307921376,0.7049615169207863,1.0,0.4099230338415726
32.95,57.05,0.2958347698093076,0.7041652301906924,1.0,0.4083304603813848
33.0,57.0,0.2966316784620999,0.7033683215379002,1.0,0.40673664307580026
33.05,56.95,0.2974292066100687,0.7025707933899313,1.0,0.4051415867798626
33.1,56.9,0.29822735182380505,0.7017726481761949,1.0,0.40354529635238984
33.150000000000006,56.849999999999994,0.29902611167202,0.7009738883279799,0.9999999999999999,0.40194777665595993
33.2,56.8,0.29982548372155254,0.7001745162784474,1.0,0.40034903255689486
33.25,56.75,0.3006254655373769,0.6993745344626231,1.0,0.3987490689252462
33.3,56.7,0.30142605468260963,0.6985739453173904,1.0,0.39714789063478073
33.35,56.65,0.3022272487185175,0.6977727512814825,1.0,0.395545502562965
33.400000000000006,56.599999999999994,0.3030290452045245,0.6969709547954754,1.0,0.39394190959095093
33.45,56.55,0.30383144169821935,0.6961685583017807,1.0,0.39233711660356135
33.5,56.5,0.3046344357553631,0.6953655642446369,1.0,0.3907311284892738
33.55,56.45,0.3054380249298968,0.6945619750701032,1.0,0.3891239501402064
33.6,56.4,0.30624220677394853,0.6937577932260514,0.9999999999999999,0.3875155864521028
33.650000000000006,56.349999999999994,0.30704697883784077,0.6929530211621592,1.0,0.3859060423243184
33.7,56.3,0.3078523386700982,0.6921476613299018,1.0,0.3842953226598036
33.75,56.25,0.30865828381745514,0.6913417161825449,1.0,0.3826834323650898
33.8,56.2,0.3094648118248629,0.6905351881751371,1.0,0.38107037635027424
33.85,56.15,0.3102719202354975,0.6897280797645026,1.0,0.3794561595290051
33.900000000000006,56.099999999999994,0.3110796065907665,0.6889203934092335,1.0,0.377840786818467
33.95,56.05,0.3118878684303173,0.6881121315696828,1.0,0.37622426313936547
34.0,56.0,0.312696703292044,0.687303296707956,1.0,0.37460659341591196
34.05,55.95,0.3135061087120955,0.6864938912879045,1.0,0.372987782575809
34.1,55.9,0.3143160822248826,0.6856839177751174,1.0,0.3713678355502348
34.150000000000006,55.849999999999994,0.31512662136308545,0.6848733786369146,1.0,0.3697467572738291
34.2,55.8,0.31593772365766104,0.6840622763423388,0.9999999999999999,0.3681245526846778
34.25,55.75,0.31674938663785135,0.6832506133621487,1.0,0.3665012267242973
34.3,55.7,0.31756160783119014,0.6824383921688099,1.0,0.3648767843376197
34.35,55.65,0.3183743847635109,0.6816256152364891,1.0,0.36325123047297825
34.400000000000006,55.599999999999994,0.3191877149589539,0.6808122850410461,1.0,0.36162457008209214
34.45,55.55,0.32000159593997446,0.6799984040600255,1.0,0.3599968081200511
34.5,55.5,0.32081602522734987,0.6791839747726502,1.0,0.3583679495453004
34.55,55.45,0.3216310003401873,0.6783689996598127,1.0,0.35673799931962535
34.6,55.4,0.3224465187959315,0.6775534812040684,1.0,0.35510696240813694
34.650000000000006,55.349999999999994,0.32326257811037157,0.6767374218896284,1.0,0.3534748437792568
34.7,55.3,0.32407917579764917,0.6759208242023508,1.0,0.3518416484047016
34.75,55.25,0.3248963093702663,0.6751036906297337,1.0,0.35020738125946743
34.8,55.2,0.3257139763390923,0.6742860236609076,1.0,0.3485720473218153
34.85,55.15,0.3265321742133721,0.6734678257866279,1.0,0.3469356515732558
34.900000000000006,55.099999999999994,0.3273509005007328,0.6726490994992672,1.0,0.3452981989985344
34.95,55.05,0.32817015270719196,0.671829847292808,1.0,0.34365969458561607
35.0,55.0,0.3289899283371656,0.6710100716628343,1.0,0.3420201433256687
35.05,54.95,0.3298102248934749,0.6701897751065251,1.0,0.3403795502130502
35.1,54.9,0.3306310398773543,0.6693689601226457,1.0,0.33873792024529137
35.150000000000006,54.849999999999994,0.33145237078845907,0.6685476292115409,1.0,0.3370952584230818
35.2,54.8,0.33227421512487254,0.6677257848751275,1.0,0.3354515697502549
35.25,54.75,0.3330965703831145,0.6669034296168854,1.0,0.3338068592337709
35.3,54.7,0.33391943405814833,0.6660805659418516,1.0,0.3321611318837033
35.35,54.65,0.33474280364338854,0.6652571963566114,1.0,0.33051439271322286
35.400000000000006,54.599999999999994,0.33556667663070844,0.6644333233692915,1.0,0.32886664673858307
35.45,54.55,0.3363910505104481,0.663608949489552,1.0,0.32721789897910386
35.5,54.5,0.3372159227714217,0.6627840772285783,1.0,0.32556815445715664
35.55,54.45,0.3380412909009252,0.6619587090990747,1.0,0.3239174181981495
35.6,54.4,0.33886715238474446,0.6611328476152556,1.0,0.32226569523051113
35.650000000000006,54.349999999999994,0.339693504707162,0.660306495292838,1.0,0.32061299058567605
35.7,54.3,0.3405203453509651,0.6594796546490349,1.0,0.3189593092980698
35.75,54.25,0.3413476717974539,0.658652328202546,1.0,0.31730465640509214
35.8,54.2,0.3421754815264487,0.6578245184735513,1.0,0.31564903694710256
35.85,54.15,0.34300377201629756,0.6569962279837024,1.0,0.3139924559674048
35.900000000000006,54.099999999999994,0.3438325407438838,0.6561674592561162,1.0,0.3123349185122324
35.95,54.05,0.3446617851846342,0.6553382148153658,1.0,0.3106764296307316
36.0,54.0,0.3454915028125263,0.6545084971874737,1.0,0.30901699437494745
36.05,53.95,0.3463216911000964,0.6536783088999036,1.0,0.3073566177998072
36.1,53.9,0.3471523475184472,0.6528476524815529,1.0,0.30569530496310565
36.150000000000006,53.849999999999994,0.34798346953725495,0.652016530462745,1.0,0.30403306092549004
36.2,53.8,0.3488150546247778,0.6511849453752222,1.0,0.3023698907504444
36.25,53.75,0.3496471002478634,0.6503528997521365,0.9999999999999999,0.3007057995042731
36.3,53.7,0.35047960387195665,0.6495203961280434,1.0,0.2990407922560867
36.35,53.65,0.351312562961107,0.648687437038893,1.0,0.29737487407778596
36.400000000000006,53.599999999999994,0.35214597497797673,0.6478540250220233,1.0,0.29570805004404654
36.45,53.55,0.3529798373838481,0.6470201626161519,1.0,0.29404032523230383
36.5,53.5,0.35381414763863167,0.6461858523613683,1.0,0.2923717047227366
36.55,53.45,0.3546489032008737,0.6453510967991263,1.0,0.29070219359825256
36.6,53.4,0.3554841015277642,0.6445158984722358,1.0,0.28903179694447156
36.650000000000006,53.349999999999994,0.35631974007514405,0.6436802599248559,1.0,0.28736051984971184
36.7,53.3,0.35715581629751325,0.6428441837024867,1.0,0.2856883674049735
36.75,53.25,0.3579923276480386,0.6420076723519613,1.0,0.2840153447039227
36.8,53.2,0.35882927157856176,0.6411707284214382,1.0,0.2823414568428764
36.85,53.15,0.35966664553960614,0.6403333544603939,1.0,0.2806667089207877
36.900000000000006,53.099999999999994,0.36050444698038553,0.6394955530196145,1.0,0.27899110603922894
36.95,53.05,0.3613426733488112,0.6386573266511888,1.0,0.2773146533023776
37.0,53.0,0.36218132209150045,0.6378186779084996,1.0,0.2756373558169991
37.05,52.95,0.3630203906537838,0.6369796093462162,1.0,0.27395921869243245
37.1,52.9,0.3638598764797129,0.6361401235202871,1.0,0.27228024704057424
37.150000000000006,52.849999999999994,0.36469977701206824,0.6353002229879317,0.9999999999999999,0.2706004459758634
37.2,52.8,0.3655400896923672,0.6344599103076328,1.0,0.26891982061526565
37.25,52.75,0.3663808119608715,0.6336191880391284,1.0,0.2672383760782569
37.3,52.7,0.3672219412565956,0.6327780587434044,1.0,0.26555611748680885
37.35,52.65,0.3680634750173136,0.6319365249826864,1.0,0.26387304996537275
37.400000000000006,52.599999999999994,0.3689054106795678,0.6310945893204323,1.0,0.2621891786408645
37.45,52.55,0.3697477456786759,0.6302522543213241,1.0,0.26050450864264824
37.5,52.5,0.37059047744873963,0.6294095225512604,1.0,0.25881904510252074
37.55,52.45,0.3714336034226519,0.6285663965773481,1.0,0.2571327931546962
37.6,52.4,0.37227712103210475,0.6277228789678952,1.0,0.2554457579357905
37.650000000000006,52.349999999999994,0.3731210277075973,0.6268789722924027,1.0,0.25375794458480544
37.7,52.3,0.3739653208784432,0.6260346791215567,1.0,0.25206935824311355
37.75,52.25,0.3748099979727793,0.6251900020272207,1.0,0.25038000405444144
37.8,52.2,0.3756550564175725,0.6243449435824274,1.0,0.2486898871648549
37.85,52.15,0.3765004936386286,0.6234995063613714,1.0,0.24699901272274283
37.900000000000006,52.099999999999994,0.3773463070605988,0.6226536929394012,1.0,0.2453073858788024
37.95,52.05,0.3781924941069888,0.6218075058930111,1.0,0.24361501178602235
38.0,52.0,0.37903905220016615,0.6209609477998339,1.0,0.24192189559966776
38.05,51.95,0.3798859787613681,0.6201140212386319,1.0,0.24022804247726381
38.1,51.9,0.3807332712107096,0.6192667287892903,1.0,0.23853345757858074
38.150000000000006,51.849999999999994,0.38158092696719076,0.6184190730328092,1.0,0.23683814606561843
38.2,51.8,0.3824289434487051,0.617571056551295,1.0,0.23514211310258987
38.25,51.75,0.3832773180720473,0.6167226819279528,1.0,0.23344536385590547
38.3,51.7,0.3841260482529213,0.6158739517470787,1.0,0.23174790349415741
38.35,51.65,0.3849751314059478,0.6150248685940521,1.0,0.23004973718810434
38.400000000000006,51.599999999999994,0.3858245649446722,0.6141754350553278,1.0,0.22835087011065558
38.45,51.55,0.3866743462815725,0.6133256537184274,0.9999999999999999,0.2266513074368549
38.5,51.5,0.38752447282806746,0.6124755271719325,1.0,0.2249510543438651
38.55,51.45,0.38837494199452427,0.6116250580054757,1.0,0.22325011601095146
38.6,51.4,0.38922575119026637,0.6107742488097336,1.0,0.22154849761946727
38.650000000000006,51.349999999999994,0.39007689782358135,0.6099231021764187,1.0,0.2198462043528373
38.7,51.3,0.3909283793017288,0.6090716206982713,1.0,0.21814324139654245
38.75,51.25,0.3917801930309486,0.6082198069690514,1.0,0.21643961393810285
38.8,51.2,0.3926323364164684,0.6073676635835317,1.0,0.21473532716706328
38.85,51.15,0.39348480686251175,0.6065151931374883,1.0,0.2130303862749765
38.900000000000006,51.099999999999994,0.39433760177230576,0.6056623982276943,1.0,0.21132479645538854
38.95,51.05,0.3951907185480891,0.6048092814519109,1.0,0.2096185629038218
39.0,51.0,0.3960441545911203,0.6039558454088797,1.0,0.2079116908177594
39.05,50.95,0.3968979073016851,0.6031020926983148,1.0,0.2062041853966297
39.1,50.9,0.3977519740791049,0.6022480259208951,1.0,0.2044960518417902
39.150000000000006,50.849999999999994,0.3986063523217439,0.6013936476782561,1.0,0.2027872953565122
39.2,50.8,0.3994610394270177,0.6005389605729823,1.0,0.20107792114596457
39.25,50.75,0.40031603279140143,0.5996839672085985,1.0,0.19936793441719708
39.3,50.7,0.4011713298104369,0.5988286701895631,1.0,0.1976573403791262
39.35,50.65,0.4020269278787412,0.5979730721212587,1.0,0.1959461442425175
39.400000000000006,50.599999999999994,0.4028828243900141,0.5971171756099859,1.0,0.1942343512199718
39.45,50.55,0.40373901673704626,0.5962609832629537,1.0,0.19252196652590747
39.5,50.5,0.4045955023117276,0.5954044976882724,1.0,0.19080899537654483
39.55,50.45,0.40545227850505433,0.5945477214949457,1.0,0.1890954429898914
39.6,50.4,0.40630934270713776,0.5936906572928623,1.0,0.18738131458572455
39.650000000000006,50.349999999999994,0.40716669230721153,0.5928333076927884,1.0,0.18566661538557688
39.7,50.3,0.40802432469364,0.5919756753063601,1.0,0.1839513506127201
39.75,50.25,0.40888223725392625,0.5911177627460737,1.0,0.1822355254921475
39.8,50.2,0.40974042737471994,0.59025957262528,0.9999999999999999,0.18051914525056
39.85,50.15,0.41059889244182524,0.5894011075581748,1.0,0.17880221511634953
39.900000000000006,50.099999999999994,0.4114576298402084,0.5885423701597916,1.0,0.1770847403195832
39.95,50.05,0.4123166369540065,0.5876833630459934,1.0,0.17536672609198695
40.0,50.0,0.4131759111665348,0.5868240888334652,1.0,0.17364817766693036
40.05,49.95,0.41403544986029517,0.5859645501397048,1.0,0.17192910027940966
40.1,49.9,0.4148952504169837,0.5851047495830163,1.0,0.17020949916603256
40.150000000000006,49.849999999999994,0.4157553102174988,0.5842446897825012,1.0,0.16848937956500243
40.2,49.8,0.41661562664194896,0.583384373358051,1.0,0.1667687467161021
40.25,49.75,0.41747619706966116,0.5825238029303388,1.0,0.16504760586067763
40.3,49.7,0.41833701887918884,0.5816629811208112,1.0,0.16332596224162232
40.35,49.65,0.41919808944831943,0.5808019105516805,1.0,0.16160382110336108
40.400000000000006,49.599999999999994,0.4200594061540827,0.5799405938459173,1.0,0.15988118769183463
40.45,49.55,0.4209209663727583,0.5790790336272417,1.0,0.1581580672544834
40.5,49.5,0.4217827674798846,0.5782172325201155,1.0,0.1564344650402309
40.55,49.45,0.4226448068502659,0.577355193149734,1.0,0.15471038629946815
40.6,49.4,0.42350708185798097,0.576492918142019,1.0,0.152985836284038
40.650000000000006,49.349999999999994,0.42436958987639045,0.5756304101236095,1.0,0.15126082024721904
40.7,49.3,0.4252323282781453,0.5747676717218547,1.0,0.14953534344370945
40.75,49.25,0.42609529443519467,0.5739047055648053,1.0,0.14780941112961066
40.8,49.2,0.42695848571879413,0.5730415142812059,1.0,0.14608302856241173
40.85,49.15,0.4278218994995134,0.5721781005004866,1.0,0.14435620100097318
40.900000000000006,49.099999999999994,0.4286855331472443,0.5713144668527557,1.0,0.14262893370551138
40.95,49.05,0.42954938403120874,0.5704506159687912,1.0,0.14090123193758247
41.0,49.0,0.43041344951996724,0.5695865504800327,1.0,0.13917310096006547
41.05,48.95,0.43127772698142663,0.5687222730185734,1.0,0.13744454603714673
41.1,48.9,0.43214221378284784,0.5678577862171522,1.0,0.13571557243430438
41.150000000000006,48.849999999999994,0.433006907290854,0.5669930927091459,0.9999999999999999,0.13398618541829188
41.2,48.8,0.4338718048714388,0.5661281951285612,1.0,0.13225639025712238
41.25,48.75,0.43473690388997416,0.5652630961100258,1.0,0.13052619222005163
41.3,48.7,0.4356022017112186,0.5643977982887814,1.0,0.12879559657756284
41.35,48.65,0.43646769569932475,0.5635323043006752,1.0,0.1270646086013505
41.400000000000006,48.599999999999994,0.43733338321784804,0.562666616782152,1.0,0.12533323356430398
41.45,48.55,0.4381992616297537,0.5618007383702462,1.0,0.12360147674049254
41.5,48.5,0.4390653282974263,0.5609346717025737,1.0,0.12186934340514743
41.55,48.45,0.43993158058267645,0.5600684194173237,1.0,0.12013683883464721
41.6,48.4,0.44079801584674955,0.5592019841532504,1.0,0.11840396830650085
41.650000000000006,48.349999999999994,0.44166463145033347,0.5583353685496665,1.0,0.11667073709933301
41.7,48.3,0.4425314247535667,0.5574685752464333,1.0,0.11493715049286662
41.75,48.25,0.4433983931160466,0.5566016068839533,1.0,0.11320321376790671
41.8,48.2,0.4442655338968372,0.5557344661031629,1.0,0.1114689322063257
41.85,48.15,0.44513284445447737,0.5548671555455226,1.0,0.1097343110910452
41.900000000000006,48.099999999999994,0.44600032214698865,0.5539996778530113,1.0,0.10799935570602265
41.95,48.05,0.44686796433188336,0.5531320356681165,0.9999999999999999,0.10626407133623317
42.0,48.0,0.4477357683661733,0.5522642316338268,1.0,0.10452846326765347
42.050000000000004,47.949999999999996,0.44860373160637673,0.5513962683936233,1.0,0.10279253678724659
42.1,47.9,0.4494718514085269,0.5505281485914731,1.0,0.10105629718294623
42.15,47.85,0.45034012512818045,0.5496598748718196,1.0,0.09931974974363911
42.2,47.8,0.45120855012042527,0.5487914498795746,0.9999999999999999,0.09758289975914936
42.25,47.75,0.45207712373988795,0.5479228762601119,0.9999999999999999,0.09584575252022398
42.300000000000004,47.699999999999996,0.4529458433407429,0.5470541566592572,1.0,0.09410831331851427
42.35,47.65,0.45381470627671916,0.5461852937232808,1.0,0.09237058744656168
42.4,47.6,0.45468370990110996,0.54531629009889,1.0,0.09063258019778009
42.45,47.55,0.45555285156677927,0.5444471484332207,1.0,0.08889429686644146
42.5,47.5,0.45642212862617093,0.5435778713738291,1.0,0.08715574274765814
42.550000000000004,47.449999999999996,0.45729153843131637,0.5427084615686836,1.0,0.0854169231373672
42.6,47.4,0.45816107833384234,0.5418389216661578,1.0,0.08367784333231543
42.65,47.35,0.45903074568497954,0.5409692543150204,1.0,0.08193850863004087
42.7,47.3,0.45990053783557056,0.5400994621644294,1.0,0.08019892432885883
42.75,47.25,0.46077045213607754,0.5392295478639225,1.0,0.07845909572784499
42.800000000000004,47.199999999999996,0.46164048593659074,0.5383595140634093,1.0,0.07671902812681858
42.85,47.15,0.46251063658683617,0.5374893634131639,1.0,0.07497872682632772
42.9,47.1,0.4633809014361841,0.5366190985638158,1.0,0.07323819712763174
42.95,47.05,0.4642512778336571,0.535748722166343,1.0,0.07149744433268584
43.0,47.0,0.4651217631279373,0.5348782368720626,0.9999999999999999,0.0697564737441253
43.050000000000004,46.949999999999996,0.465992354667376,0.534007645332624,1.0,0.06801529066524803
43.1,46.9,0.4668630498,0.5331369502000001,1.0,0.06627390040000009
43.15,46.85,0.46773384587352096,0.532266154126479,1.0,0.06453230825295808
43.2,46.8,0.4686047402353434,0.5313952597646566,1.0,0.06279051952931325
43.25,46.75,0.4694757302325716,0.5305242697674284,1.0,0.06104853953485678
43.300000000000004,46.699999999999996,0.47034681321201927,0.5296531867879808,1.0,0.059306373575961524
43.35,46.65,0.47121798652021635,0.5287820134797837,1.0,0.05756402695956736
43.4,46.6,0.4720892475034181,0.5279107524965819,1.0,0.05582150499316385
43.45,46.55,0.4729605935076124,0.5270394064923876,1.0,0.05407881298477518
43.5,46.5,0.4738320218785281,0.5261679781214719,1.0,0.05233595624294379
43.550000000000004,46.449999999999996,0.4747035299616434,0.5252964700383566,1.0,0.050592940076713167
43.6,46.4,0.4755751151021934,0.5244248848978066,1.0,0.048849769795613174
43.65,46.35,0.47644677464517865,0.5235532253548213,1.0,0.047106450709642644
43.7,46.3,0.4773185059353732,0.5226814940646267,1.0,0.04536298812925349
43.75,46.25,0.47819030631733206,0.5218096936826679,1.0,0.04361938736533588
43.800000000000004,46.199999999999996,0.4790621731354003,0.5209378268645998,1.0,0.04187565372919949
43.85,46.15,0.47993410373372014,0.5200658962662799,1.0,0.04013179253255972
43.9,46.1,0.48080609545624003,0.51919390454376,1.0,0.038387809087519986
43.95,46.05,0.4816781456467219,0.518321854353278,1.0,0.036643708706556144
44.0,46.0,0.4825502516487495,0.5174497483512505,1.0,0.034899496702500976
44.050000000000004,45.949999999999996,0.483422410805737,0.516577589194263,1.0,0.033155178388525997
44.1,45.9,0.4842946204609359,0.5157053795390641,1.0,0.031410759078128236
44.15,45.85,0.4851668779574446,0.5148331220425554,1.0,0.02966624408511076
44.2,45.8,0.4860391806382156,0.5139608193617844,1.0,0.027921638723568787
44.25,45.75,0.4869115258460635,0.5130884741539365,1.0,0.026176948307873038
44.300000000000004,45.699999999999996,0.4877839109236735,0.5122160890763265,1.0,0.024432178152653028
44.35,45.65,0.48865633321360935,0.5113436667863906,1.0,0.0226873335727813
44.4,45.6,0.48952879005832156,0.5104712099416785,1.0,0.020942419883356933
