theta_rad,theta_deg,A_observable,B_complement,A_plus_B,G_gap
0.01806415775814131,1.035,0.9996737216965091,0.0003262783034908726,1.0,0.0003261718459595437
0.01884955592153876,1.08,0.9996447363202945,0.0003552636797053762,0.9999999999999999,0.00035513746742325835
0.019634954084936207,1.125,0.9996145181203614,0.00038548187963853255,0.9999999999999999,0.0003853332833590029
0.020420352248333655,1.17,0.9995830671712701,0.00041693282872993733,1.0,0.0004167589957462646
0.021205750411731106,1.215,0.9995503835506226,0.0004496164493774999,1.0000000000000002,0.00044941429442594915
0.021991148575128554,1.2600000000000002,0.9995164673390624,0.00048353266093763525,1.0,0.00048329885710344183
0.022776546738526002,1.3050000000000002,0.9994813186202747,0.0005186813797254631,1.0000000000000002,0.0005184123493517892
0.02356194490192345,1.35,0.999444937480985,0.0005550625190150136,1.0,0.0005547544246149983
0.0243473430653209,1.395,0.9994073240109607,0.0005926759890394425,1.0,0.0005923247242114587
0.025132741228718346,1.4400000000000002,0.9993684783030087,0.0006315216969912512,0.9999999999999999,0.0006311228773374805
0.025918139392115794,1.485,0.9993284004529775,0.000671599547022517,1.0,0.0006711485010709562
0.026703537555513242,1.53,0.999287090559755,0.0007129094402451288,1.0,0.0007124012003751382
0.02748893571891069,1.575,0.9992445487252689,0.0007554512747310318,0.9999999999999999,0.0007548805681025391
0.02827433388230814,1.62,0.9992007750544876,0.0007992249455124782,1.0,0.0007985861849989488
0.029059732045705586,1.665,0.9991557696554176,0.000844230344582287,0.9999999999999999,0.0008435176197075735
0.029845130209103038,1.7100000000000002,0.999109532639106,0.0008904673608941097,1.0,0.000889674428773292
0.030630528372500486,1.7550000000000001,0.9990620641196373,0.0009379358803627047,1.0,0.0009370561566470329
0.031415926535897934,1.8,0.9990133642141359,0.000986635785864219,1.0,0.0009856623356902711
0.03220132469929538,1.8450000000000002,0.9989634330427635,0.0010365669572364774,1.0,0.0010354924861796428
0.03298672286269283,1.8900000000000001,0.9989122707287207,0.001087729271279277,1.0,0.0010865461163116791
0.03377212102609028,1.935,0.9988598773982453,0.0011401226017546944,1.0,0.0011388227222076624
0.034557519189487726,1.98,0.9988062531806127,0.0011937468193873953,1.0,0.0011923217879185979
0.035342917352885174,2.025,0.998751398208135,0.0012486017918649527,0.9999999999999999,0.0012470427854303042
0.03612831551628262,2.07,0.9986953126161618,0.0013046873838381751,1.0,0.0013029851746686287
0.03691371367968007,2.115,0.9986379965430785,0.0013620034569214398,0.9999999999999999,0.0013601484035047737
0.03769911184307752,2.16,0.9985794501303069,0.001420549869693034,1.0,0.0014185319077607492
0.038484510006474966,2.205,0.9985196735223046,0.0014803264776955037,1.0000000000000002,0.0014781351112149376
0.039269908169872414,2.25,0.9984586668665639,0.001541333133436012,0.9999999999999999,0.0015389574256077841
0.04005530633326986,2.295,0.9983964303136132,0.001603569686386699,1.0,0.0016009982506476005
0.04084070449666731,2.34,0.9983329640170149,0.001667035982985058,0.9999999999999999,0.001664256974016491
0.04162610266006476,2.385,0.9982682681333657,0.0017317318666343108,1.0,0.001728732971376394
0.04241150082346221,2.43,0.9982023428222961,0.0017976571777037962,0.9999999999999999,0.0017944256063752461
