theta_rad,theta_deg,A_observable,B_complement,G_coupling,A_plus_B
0.3377212102609028,19.35,0.890215203669165,0.10978479633083514,0.0977320948254322,1.0
0.3392920065876977,19.44,0.8892311507835116,0.11076884921648832,0.09849911125974317,0.9999999999999999
0.34086280291449256,19.53,0.8882432563435394,0.11175674365646068,0.09926717390376483,1.0
0.34243359924128747,19.62,0.887251530099367,0.11274846990063309,0.10003625243569912,1.0
0.3440043955680824,19.71,0.8862559818389321,0.1137440181610678,0.10080631649364247,0.9999999999999999
0.3455751918948773,19.8,0.8852566213878946,0.11474337861210542,0.10157733567678445,1.0
0.34714598822167214,19.89,0.8842534586095383,0.11574654139046169,0.10234927954660783,1.0
0.34871678454846705,19.98,0.8832465034046749,0.11675349659532507,0.10312211762809048,1.0
0.35028758087526196,20.07,0.8822357657115458,0.11776423428845421,0.10389581941090828,1.0
0.35185837720205687,20.160000000000004,0.8812212555057239,0.11877874449427607,0.10467035435063955,1.0
0.3534291735288517,20.25,0.8802029828000155,0.11979701719998452,0.10544569186997114,1.0
0.35499996985564664,20.34,0.8791809576443609,0.12081904235563908,0.10622180135990536,1.0
0.35657076618244155,20.43,0.8781551901257361,0.12184480987426405,0.1069986521809685,1.0
0.35814156250923646,20.520000000000003,0.8771256903680518,0.1228743096319481,0.10777621366442024,0.9999999999999999
0.3597123588360313,20.61,0.8760924685320558,0.1239075314679443,0.1085544551134647,1.0
0.3612831551628262,20.7,0.8750555348152299,0.12494446518477025,0.109333345804462,1.0000000000000002
0.36285395148962113,20.790000000000003,0.8740148994516912,0.12598510054830875,0.11011285498814127,1.0
0.36442474781641604,20.880000000000003,0.872970572712091,0.12702942728790897,0.11089295189081481,1.0
0.3659955441432109,20.97,0.8719225649035125,0.12807743509648747,0.11167360571559251,1.0
0.3675663404700058,21.06,0.8708708863693697,0.12912911363063037,0.11245478564359813,1.0
0.3691371367968007,21.150000000000002,0.8698155474893048,0.13018445251069516,0.11323646083518571,1.0
0.3707079331235956,21.240000000000002,0.868756558679087,0.13124344132091306,0.11401860043115712,1.0
0.37227872945039053,21.330000000000002,0.8676939303905079,0.1323060696094921,0.11480117355398033,1.0
0.3738495257771854,21.42,0.8666276731112801,0.13337232688872,0.11558414930900843,1.0
0.3754203221039803,21.51,0.865557797364932,0.13444220263506795,0.11636749678569927,1.0
0.3769911184307752,21.6,0.8644843137107057,0.13551568628929425,0.11715118505883583,0.9999999999999999
0.3785619147575701,21.69,0.8634072327434514,0.1365927672565486,0.11793518318974694,1.0
0.38013271108436497,21.78,0.8623265650935233,0.13767343490647668,0.11871946022752881,1.0
0.3817035074111599,21.87,0.8612423214266749,0.13875767857332508,0.11950398521026688,1.0
0.3832743037379548,21.96,0.8601545124439534,0.13984548755604656,0.12028872716625817,0.9999999999999999
0.3848451000647497,22.05,0.8590631488815944,0.1409368511184056,0.12107365511523396,1.0
0.38641589639154456,22.14,0.8579682415109154,0.1420317584890844,0.12185873806958278,0.9999999999999998
0.38798669271833947,22.23,0.8568698011382107,0.14313019886178935,0.12264394503557398,1.0
0.3895574890451344,22.32,0.8557678386046427,0.14423216139535733,0.12342924501458093,1.0
0.3911282853719293,22.410000000000004,0.8546623647861368,0.1453376352138631,0.12421460700430513,0.9999999999999999
0.39269908169872414,22.5,0.8535533905932737,0.14644660940672624,0.125,1.0
0.39426987802551905,22.59,0.8524409269711807,0.14755907302881927,0.12578539299569483,1.0
0.39584067435231396,22.68,0.8513249848994245,0.1486750151005754,0.12657075498541906,1.0
0.39741147067910887,22.770000000000003,0.8502055753919031,0.14979442460809686,0.12735605496442604,1.0
0.3989822670059037,22.86,0.8490827094967364,0.15091729050326363,0.12814126193041717,1.0
0.40055306333269863,22.95,0.8479563982961572,0.15204360170384282,0.12892634488476604,1.0
0.40212385965949354,23.040000000000003,0.8468266529064026,0.15317334709359753,0.12971127283374184,1.0
